"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000166309","1.0","0000038367","BIO","This course provides a comprehensive research opportunity, including an introduction to relevant background material, technical instruction, identification of a meaningful project, data collection and analysis, and writing. The topic is determined by the faculty member in charge of the course and may relate to their research interests. This course meets the Writing in the Major requirements for Biology majors. Offered based on department decision. May be offered as a 1.00 credit course or .50 credit course. Prerequisite: determined by instructor.","0","","OEP","","Claire L. Riggs","","S","300","6","Research:","Register by permission of the professor.","306","","False","determined by instructor.","A","2","","","O","20252","Directed Undergraduate Research with Writing","Research","2025"
"0000166310","1.0","0000001376","THEAT","This studio course is designed as an overview of the acting process for the non-major and includes basic acting theories, rehearsal techniques, improvisation, history, and styles. Students explore and practice exercises, scene work, and audition material. The course requires trips to professional theaters in the Twin Cities. A ticket fee is required. This course does not fulfill the acting requirement for the major. Counts toward musical theater concentration.","0","0/10","ALS-A;ORC;SPM;ACB;CRE","","Peter C. Hansen","0/5","S","100","18","Acting for Non-Majors","","115","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '08:00'}","False","False","","2","0/5","0/10","O","20252","Acting for the Non Major","Research","2025"
"0000166311","1.0","0000038975","THEAT","This course covers the basics of formulating costume designs for performance. Students learn to analyze texts and character, research styles, render drawings, and prepare finished costume designs. Students also learn costume design for performance as a synthesis of text and visuals while exploring introductory sewing and other techniques for realizing costumes in three dimensions.","0","0/10","CRE","","Rebecca J. Bernstein","0/5","S","200","18","Dress the Part: Costume and Charact","","243","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","0/5","0/10","O","20252","Dress the Part: Costume and Character Design","Research","2025"
"0000166322","1.0","0000041576","ENGL","Though their career as a recording group lasted only about seven years and ended over half a century ago, the Beatles are still considered one of the most important creative collaborations of the twentieth century. In this course, students practice cultural analysis by examining the Beatles' musical, lyrical, and cultural works, focusing on their creative evolution in the context of social, cultural, and technological developments during the 1960s.","0","","CRE","","Colin Wells","","S","200","30","The Beatles in Context","","265","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","False","","2","","","O","20252","","Research","2025"
"0000166323","1.0","0000041578","HIST","This course examines the Cold War (1945-1991) outward from the ""West"" and the Communist world, and emerging nations throughout Africa, Asia, and South America. Students analyze and discuss major conceptual themes of ideological conflict, collective action, and technological change, and read, discuss, and write to develop their own ideas and challenge our notions of this global story and what it has meant -and continues to mean- for the past.","0","","GHS","","Patrick Wilz","","S","200","25","The Cold War","","223","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","","Research","2025"
"0000166324","1.0","0000041599","SOAN","The department periodically offers special topics courses at the introductory level. The specific title of the course is listed in the class and lab schedule when it is offered.","0","","","","Thomas A. Williamson","","S","100","23","Top: The Politics of Hope","","199","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","Introductory Topics in Sociology and Anthropology","Research","2025"
"0000166333","1.0","0000000218","CHEM","This course builds depth of biochemical understanding upon the foundation laid in CHEM 379. Contents may include selected topics in catabolic and anabolic metabolism, integration and regulation of metabolism, photosynthesis and biochemical genetics. In addition, students will gain experience with the primary literature. Offered annually during Spring semester. Prerequisite: CHEM 379.","0","","","","Staff","","S","300","12","Biochemistry II","","385","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","CHEM 379.","","2","","","O","20252","","Research","2025"
"0000166385","1.0","0000041471","ENGL","This creative writing course focuses on craft issues of place and historical research, as well as how both travel and other art forms can fuel the writing process. The first half of the course, based at St. Olaf, acquaints students with the tools of fiction through exercises and readings, while also preparing for flash fiction writing projects to be developed during two weeks in Tuscany, Italy, which has long served as home or inspiration for writers. Offered periodically during January term. Prerequisite: sophomore standing or above.","0","","CRE;OEP","","Sequoia Nagamatsu","","S","200","15","Fiction in Florence (study abroad)","","231","","False","sophomore standing or above.","","2","","","O","20252","Fiction in Florence","Research","2025"
"0000166386","1.0","0000040047","QUEST","Students explore constructions of Europe by critically engaging with museums and heritage sites in two European cultural capitals and their vicinities. Travel experiences serve as the core course ""texts,"" with students entrusted with facilitating their cohort's learning. On excursions, students experience first-hand architecture, artifacts, and artworks they encounter across St. Olaf's liberal arts curriculum. In class discussions and reflective writing, they consider the ways in which those sites and objects delineate and disrupt cultural borders. Offered alternate years during January term.","0","","OEP","","Björn Nordfjörd","","S","200","18","What is Europe? Vienna and Seville","","282","","False","False","","2","","","O","20252","What is Europe? Metageography in Vienna and Seville","Research","2025"
"0000166436","1.0","0000001186","PSYCH","Seminars allow in-depth study of particular themes or topics in psychology. See department Website for descriptions and additional prerequisites. Offered annually. May be repeated if topic is different. Prerequisite: PSYCH 230.","0","","","","Logan B. Kochendorfer","","S","300","17","Sem: Intimate Relationships","","390","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","PSYCH 230.","","2","","","O","20252","Issues in Psychology","Seminar","2025"
"0000166453","1.0","0000000423","LNGST","Students learn about and analyze the English language, beginning with the building blocks of language: morphology, syntax, semantics, and phonetics/phonology. Students also explore the ways humans acquire language, social and geographical influences on English, and major changes during the history of the English language. The course serves as an introduction to the applied linguistics concentration and fulfills the linguistics requirement of the Communication Arts and Literature license. Prerequisite: WRIT 120 or equivalent.","0","","","","Anne G. Berry","","S","200","25","English Language and Linguistics","","250","","False","WRIT 120 or equivalent.","","2","","","O","20252","","Research","2025"

