"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000011745","1.0","0000000174","BIO","Biology 394 is for students who have completed one internship (Biology 294) and wish to perform a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty sponsor and complete an internship form.","0","","","","","Staff","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000011746","1.0","0000000175","BIO","Independent Research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, students conceive and perform a research project leading to the writng of a major research paper and a poster presentation. Independant research requires permission of a supervisor, a secondary faculty reader of the paper and completion of an independantresearch form.","1","","","","","John D. Schade","","S","300","999","IR/Dimilin in M.Sexta","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000011747","1.0","0000000177","AMCON","In this century of institutional development, national expansion and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts include Transcendentalist writers, the Second Great Awakening, Black Elk Speaks, landscape painting and Western photography.","15","","","","","L. DeAne Lagerquist","","S","100","19","Dem Vistas: 1800-1900","102","{'day': 'Mo', 'end': '10:00', 'location': 'BMC 101', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'BMC 101', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'BMC 101', 'start': '09:05'}","False","False","A","3","","","O","20053","Democratic Vistas, 1800-1900","Research","2005"
"0000011748","1.0","0000000177","AMCON","In this century of institutional development, national expansion and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts include Transcendentalist writers, the Second Great Awakening, Black Elk Speaks, landscape painting and Western photography.","20","","","","","Carol Holly","","S","100","19","Dem Vistas: 1800-1900","102","{'day': 'Mo', 'end': '10:00', 'location': 'BMC 101', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'BMC 101', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'BMC 101', 'start': '09:05'}","False","False","B","3","","","C","20053","Democratic Vistas, 1800-1900","Research","2005"
"0000011749","1.0","0000000179","AMCON","Students in this course examine technology, the mass market and consumerism, and the increasingly complex relation between identity and material goods. They will also explore the images, institutions and stories of enviornmental, feminist and Civil War culture. Topics and texts include Yosemite national Park, Japenese internment camps, Adrienne Rich's poetry and prose, Freedom Summer, Las Vegas and the Mall of America.","18","","","","","Mary Titus","","S","200","19","Pur/Happiness: 1920-00","202","{'day': 'Mo', 'end': '13:50', 'location': 'RML 525', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RML 525', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RML 525', 'start': '12:55'}","False","False","A","3","","","O","20053","Pursuits of Happiness, 1920-2000","Research","2005"
"0000011750","1.0","0000000179","AMCON","Students in this course examine technology, the mass market and consumerism, and the increasingly complex relation between identity and material goods. They will also explore the images, institutions and stories of enviornmental, feminist and Civil War culture. Topics and texts include Yosemite national Park, Japenese internment camps, Adrienne Rich's poetry and prose, Freedom Summer, Las Vegas and the Mall of America.","21","","","","","Eric J. Fure-Slocum","","S","200","19","Pur/Happiness: 1920-00","202","{'day': 'Mo', 'end': '13:50', 'location': 'RML 421', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RML 421', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RML 421', 'start': '12:55'}","False","False","B","3","","","C","20053","Pursuits of Happiness, 1920-2000","Research","2005"
"0000011751","1.0","0000000180","CHEM","","55","","","","","Douglas J. Beussman","","S","100","60","Forensic Science","106","{'day': 'Mo', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'}","False","False","","3","","","O","20053","","Research","2005"
"0000011752","1.0","0000000181","CHEM","","26","","0000000181","","","Douglas J. Beussman","","S","100","27","Forensic Sci With Lab","107","{'day': 'Mo', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 282', 'start': '10:45'}","False","False","","3","","","C","20053","","Research","2005"
"0000011753","1.0","0000000182","CHEM","The important early discoveries in chemistry serve as a foundation for a broadly based study of the fundamentals of chemistry. This course pays particular attention to chemistry as it relates to the environment. Students attend three classes and one 3-hour laboratory per week.","25","","","","","Marc A. Klingshirn","","S","100","26","Chemistry & the World","111","{'day': 'Tu', 'end': '11:00', 'location': 'SC 378', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 378', 'start': '09:30'}","False","False","","3","","","C","20053","Fundamentals of Chemistry","Research","2005"
"0000011754","1.0","0000000194","CHEM","This course provides a sequential introduction to physical chemistry. Beginning with an introduction to statistical aspects of chemical equilibria, it explores the relationships between energy, entropy and equilibria (thermodynamics); oxidation-reduction reactions and electrochemistry; transitions between phases; and rates of reactions. Students attend three classes and one 3-hour laboratory per week. Prerequisite: Chemistry 125, or 121 and 123, and Mathematics 119, 120, or 122 or permission of instructor.","56","","","","","Patrick N. Riley","","S","100","55","Chemical Reactions","126","{'day': 'Mo', 'end': '08:55', 'location': 'SC 378', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 378', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 378', 'start': '08:00'}","False","Chemistry 125, or 121 and 123, and Mathematics 119, 120, or 122 or permission of instructor.","A","3","","","C","20053","Energies and Rates of Chemical Reactions","Research","2005"
"0000011755","0.0","0000000195","CHEM","","29","","","","","Beth Abdella","","S","100","28","Chem Reactions/Lab","126","{'day': 'Mo', 'end': '17:00', 'location': 'SC 374/363', 'start': '14:00'}","False","False","A","3","","","C","20053","","Lab","2005"
"0000011756","1.0","0000000194","CHEM","This course provides a sequential introduction to physical chemistry. Beginning with an introduction to statistical aspects of chemical equilibria, it explores the relationships between energy, entropy and equilibria (thermodynamics); oxidation-reduction reactions and electrochemistry; transitions between phases; and rates of reactions. Students attend three classes and one 3-hour laboratory per week. Prerequisite: Chemistry 125, or 121 and 123, and Mathematics 119, 120, or 122 or permission of instructor.","54","","","","","Robert Hanson","","S","100","60","Chemical Reactions","126","{'day': 'Mo', 'end': '10:00', 'location': 'SC 378', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 378', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 378', 'start': '09:05'}","False","Chemistry 125, or 121 and 123, and Mathematics 119, 120, or 122 or permission of instructor.","B","3","","","O","20053","Energies and Rates of Chemical Reactions","Research","2005"
"0000011757","0.0","0000000195","CHEM","","27","","","","","Beth Abdella","","S","100","28","Chem Reactions/Lab","126","{'day': 'Tu', 'end': '11:00', 'location': 'SC 374/363', 'start': '08:00'}","False","False","B","3","","","C","20053","","Lab","2005"
"0000011758","1.0","0000000194","CHEM","This course provides a sequential introduction to physical chemistry. Beginning with an introduction to statistical aspects of chemical equilibria, it explores the relationships between energy, entropy and equilibria (thermodynamics); oxidation-reduction reactions and electrochemistry; transitions between phases; and rates of reactions. Students attend three classes and one 3-hour laboratory per week. Prerequisite: Chemistry 125, or 121 and 123, and Mathematics 119, 120, or 122 or permission of instructor.","59","","","","","Jeff J. Schwinefus","","S","100","55","Chemical Reactions","126","{'day': 'Mo', 'end': '11:40', 'location': 'SC 378', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 378', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 378', 'start': '10:45'}","False","Chemistry 125, or 121 and 123, and Mathematics 119, 120, or 122 or permission of instructor.","C","3","","","C","20053","Energies and Rates of Chemical Reactions","Research","2005"
